Match_ID,Tournament_ID,Player_White,Player_Black,Winner,Arbiter,Match_Type,Round
M-347-COPR,T-170-AZRL,BT-04-XKZP,NE-92-XYME,NE-92-XYME,A-707-DMNM,Knockout,5
M-998-ZAIN,T-170-AZRL,RO-69-VXQU,NE-92-XYME,RO-69-VXQU,A-481-XDJY,Final,6
M-740-VUSK,T-627-RAKW,IL-93-ROJC,RU-15-XKLL,RU-15-XKLL,A-739-NXKI,Knockout,1
M-022-BDWC,T-627-RAKW,TM-31-VRUB,PK-23-DZBO,TM-31-VRUB,A-376-LHEG,Knockout,1
M-321-XFYA,T-627-RAKW,MN-55-FJVX,NI-37-XQHU,NI-37-XQHU,A-920-YIJT,Knockout,1
M-646-HJUJ,T-627-RAKW,IT-66-YFJV,ZA-36-BHZS,ZA-36-BHZS,A-653-HSVC,Knockout,1
M-472-HCBO,T-627-RAKW,IE-78-DBMB,CA-14-WUMB,CA-14-WUMB,A-355-UJHG,Knockout,1
M-784-YZQP,T-627-RAKW,CV-52-QTQW,DK-65-IGUV,DK-65-IGUV,A-497-VXCO,Knockout,1
M-930-WPZV,T-627-RAKW,HT-58-MYDR,KH-20-ZDVW,KH-20-ZDVW,A-794-BPJV,Knockout,1
M-883-UFLI,T-627-RAKW,DO-58-BGZT,MW-44-HIYQ,MW-44-HIYQ,A-370-KAHS,Knockout,1
M-964-GZDT,T-627-RAKW,RW-14-YMFS,VN-94-CSIH,RW-14-YMFS,A-643-PGGY,Knockout,1
M-779-NYDA,T-627-RAKW,IL-99-SHGV,AL-62-BFLA,IL-99-SHGV,A-994-IXNI,Knockout,1
M-740-GUYE,T-627-RAKW,HR-63-EQQZ,KM-11-VFUH,KM-11-VFUH,A-643-PGGY,Knockout,1
M-321-TTFM,T-627-RAKW,MH-09-ZFGF,UA-38-YYAL,MH-09-ZFGF,A-355-UJHG,Knockout,1
M-932-JKMP,T-627-RAKW,TR-82-TCRJ,PY-87-BRFV,TR-82-TCRJ,A-806-WBOK,Knockout,1
M-386-UPCD,T-627-RAKW,UY-66-LNVB,MW-96-PLJP,MW-96-PLJP,A-404-PHDO,Knockout,1
M-267-ITSO,T-627-RAKW,MC-66-WXWW,LV-74-HDAN,MC-66-WXWW,A-647-RJIK,Knockout,1
M-578-JQRQ,T-627-RAKW,RS-63-RIQJ,MH-78-MTLN,RS-63-RIQJ,A-046-LPRZ,Knockout,1
M-463-DKJE,T-627-RAKW,GE-44-JART,CD-05-WIYT,GE-44-JART,A-285-OMXX,Knockout,1
M-249-TCPL,T-627-RAKW,LK-58-UJDD,GY-57-AKOL,GY-57-AKOL,A-193-MODO,Knockout,1
M-315-BBWQ,T-627-RAKW,KP-50-GFFB,NR-26-SYIX,NR-26-SYIX,A-733-AUEN,Knockout,1
M-671-GJYI,T-627-RAKW,GT-93-UEXV,SI-02-EIYU,SI-02-EIYU,A-448-DFTZ,Knockout,1
M-671-ZWIR,T-627-RAKW,GQ-36-UYAY,QA-29-EMVO,QA-29-EMVO,A-707-DMNM,Knockout,1
M-350-QHZM,T-627-RAKW,WS-82-JPSO,MW-31-SMKP,MW-31-SMKP,A-481-XDJY,Knockout,1
M-119-QIXT,T-627-RAKW,UA-29-ZQRZ,BF-08-WHWJ,BF-08-WHWJ,A-400-WVNE,Knockout,1
M-730-BRCZ,T-627-RAKW,BF-98-VRWN,VC-22-CPXA,BF-98-VRWN,A-475-CECH,Knockout,1
M-944-EVYS,T-627-RAKW,KN-14-FVCJ,NE-92-XYME,NE-92-XYME,A-280-BQZY,Knockout,1
M-893-NAEZ,T-627-RAKW,UA-48-LSQA,LK-18-NOKN,UA-48-LSQA,A-930-CXBL,Knockout,1
M-079-ZCNI,T-627-RAKW,BR-83-VHME,SD-82-GSZV,SD-82-GSZV,A-110-ZOXW,Knockout,1
M-392-JWWS,T-627-RAKW,MY-67-YTSZ,PE-14-WDWO,PE-14-WDWO,A-164-PTLV,Knockout,1
M-065-ICNZ,T-627-RAKW,KM-33-YHQB,CZ-22-DYXP,KM-33-YHQB,A-953-RXIU,Knockout,1
M-030-AQEO,T-627-RAKW,TN-38-REWJ,LV-12-FOML,TN-38-REWJ,A-193-MODO,Knockout,1
M-356-MXZD,T-627-RAKW,EC-08-YHJL,KZ-50-JGWX,EC-08-YHJL,A-275-YFLC,Knockout,1
M-830-PKOZ,T-627-RAKW,TW-18-ZGXM,MY-91-HSGH,MY-91-HSGH,A-951-PQAX,Knockout,1
M-066-JUTL,T-627-RAKW,MC-66-WXWW,RU-15-XKLL,MC-66-WXWW,A-647-RJIK,Knockout,2
M-254-NBPC,T-627-RAKW,KH-20-ZDVW,RS-63-RIQJ,KH-20-ZDVW,A-323-XPBU,Knockout,2
M-943-QKZR,T-627-RAKW,KM-33-YHQB,IL-99-SHGV,KM-33-YHQB,A-753-MBOK,Knockout,2
M-890-LOHH,T-627-RAKW,QA-29-EMVO,GE-44-JART,GE-44-JART,A-212-YSGP,Knockout,2
M-054-UKEW,T-627-RAKW,TM-31-VRUB,MW-31-SMKP,MW-31-SMKP,A-753-MBOK,Knockout,2
M-736-FHHS,T-627-RAKW,EC-08-YHJL,MY-91-HSGH,MY-91-HSGH,A-113-OQGW,Knockout,2
M-495-FLOS,T-627-RAKW,UA-48-LSQA,MW-44-HIYQ,UA-48-LSQA,A-444-FJOY,Knockout,2
M-041-GGOQ,T-627-RAKW,RW-14-YMFS,NR-26-SYIX,NR-26-SYIX,A-113-OQGW,Knockout,2
M-284-JORU,T-627-RAKW,NE-92-XYME,MH-09-ZFGF,NE-92-XYME,A-376-LHEG,Knockout,2
M-438-ZQPX,T-627-RAKW,SD-82-GSZV,DK-65-IGUV,DK-65-IGUV,A-978-BMXJ,Knockout,2
M-521-YFMC,T-627-RAKW,BF-08-WHWJ,TN-38-REWJ,TN-38-REWJ,A-951-PQAX,Knockout,2
M-859-IHNN,T-627-RAKW,SI-02-EIYU,CA-14-WUMB,CA-14-WUMB,A-643-PGGY,Knockout,2
M-137-NBUJ,T-627-RAKW,BF-98-VRWN,PE-14-WDWO,BF-98-VRWN,A-212-YSGP,Knockout,2
M-079-EDEG,T-627-RAKW,KM-11-VFUH,GY-57-AKOL,KM-11-VFUH,A-075-JZKY,Knockout,2
M-355-DSAU,T-627-RAKW,NI-37-XQHU,TR-82-TCRJ,NI-37-XQHU,A-576-ZMEW,Knockout,2
M-156-AZCX,T-627-RAKW,ZA-36-BHZS,MW-96-PLJP,ZA-36-BHZS,A-576-ZMEW,Knockout,2
M-204-ABPX,T-627-RAKW,MC-66-WXWW,NE-92-XYME,NE-92-XYME,A-497-VXCO,Knockout,3
M-967-ISWI,T-627-RAKW,KM-11-VFUH,ZA-36-BHZS,KM-11-VFUH,A-733-AUEN,Knockout,3
M-117-YGVP,T-627-RAKW,MY-91-HSGH,NI-37-XQHU,MY-91-HSGH,A-285-RKWL,Knockout,3
M-132-RYQC,T-627-RAKW,BF-98-VRWN,NR-26-SYIX,BF-98-VRWN,A-037-PABZ,Knockout,3
M-533-XCKI,T-627-RAKW,CA-14-WUMB,DK-65-IGUV,CA-14-WUMB,A-433-UIVZ,Knockout,3
M-248-XMBZ,T-627-RAKW,MW-31-SMKP,UA-48-LSQA,UA-48-LSQA,A-037-PABZ,Knockout,3
M-758-DJDF,T-627-RAKW,TN-38-REWJ,GE-44-JART,TN-38-REWJ,A-475-CECH,Knockout,3
M-246-RIHU,T-627-RAKW,KH-20-ZDVW,KM-33-YHQB,KM-33-YHQB,A-037-PABZ,Knockout,3
M-322-USAK,T-627-RAKW,CA-14-WUMB,TN-38-REWJ,CA-14-WUMB,A-875-XYXX,Knockout,4
M-273-PWXA,T-627-RAKW,UA-48-LSQA,MY-91-HSGH,MY-91-HSGH,A-546-TDIK,Knockout,4
M-785-ZISD,T-627-RAKW,NE-92-XYME,BF-98-VRWN,NE-92-XYME,A-689-FQUI,Knockout,4
M-483-EIUQ,T-627-RAKW,KM-11-VFUH,KM-33-YHQB,KM-11-VFUH,A-275-YFLC,Knockout,4
M-020-BQNN,T-627-RAKW,MY-91-HSGH,NE-92-XYME,MY-91-HSGH,A-285-OMXX,Knockout,5
M-362-LPWQ,T-627-RAKW,CA-14-WUMB,KM-11-VFUH,CA-14-WUMB,A-546-TDIK,Knockout,5
M-231-HRCH,T-627-RAKW,CA-14-WUMB,MY-91-HSGH,CA-14-WUMB,A-864-KMZU,Final,6
M-192-BVZV,T-554-UMOV,AT-05-UEED,AL-41-YMTX,AT-05-UEED,A-251-WEVQ,Knockout,1
M-786-OKBL,T-554-UMOV,IT-29-BJGK,AM-85-HWVM,IT-29-BJGK,A-174-FIOU,Knockout,1
M-582-FLDW,T-554-UMOV,HU-04-YHYZ,KP-79-KNIX,HU-04-YHYZ,A-212-YSGP,Knockout,1
M-447-SMYF,T-554-UMOV,ER-90-LGBN,ET-29-QXHS,ET-29-QXHS,A-682-KGJO,Knockout,1
M-422-YDZJ,T-554-UMOV,CO-26-CNPJ,LC-92-ILTW,LC-92-ILTW,A-951-PQAX,Knockout,1
M-854-GBOG,T-554-UMOV,BW-09-SSIG,KM-93-XBYM,KM-93-XBYM,A-075-JZKY,Knockout,1
M-215-WLWL,T-554-UMOV,CA-53-GNFL,SN-32-PTTZ,CA-53-GNFL,A-458-UQCQ,Knockout,1
M-705-QODA,T-554-UMOV,TM-05-JFQB,ZW-73-DBTR,ZW-73-DBTR,A-193-MODO,Knockout,1
M-819-REPA,T-554-UMOV,IT-29-BJGK,KM-93-XBYM,IT-29-BJGK,A-193-MODO,Knockout,2
M-278-ZBBE,T-554-UMOV,AT-05-UEED,CA-53-GNFL,AT-05-UEED,A-404-PHDO,Knockout,2
M-725-SPFX,T-554-UMOV,HU-04-YHYZ,ET-29-QXHS,ET-29-QXHS,A-426-GEMT,Knockout,2
M-733-MVRZ,T-554-UMOV,LC-92-ILTW,ZW-73-DBTR,ZW-73-DBTR,A-110-ZOXW,Knockout,2
M-299-FSAT,T-554-UMOV,IT-29-BJGK,ZW-73-DBTR,IT-29-BJGK,A-037-PABZ,Knockout,3
M-527-AOJU,T-554-UMOV,AT-05-UEED,ET-29-QXHS,ET-29-QXHS,A-584-EYAH,Knockout,3
M-570-MQNN,T-554-UMOV,ET-29-QXHS,IT-29-BJGK,ET-29-QXHS,A-288-AQQN,Final,4
M-026-FQUF,T-249-BQKZ,JM-01-RXGM,VN-94-CSIH,VN-94-CSIH,A-046-LPRZ,Knockout,1
M-147-ZXDL,T-249-BQKZ,KM-95-MHMO,RW-85-LQSM,RW-85-LQSM,A-707-DMNM,Knockout,1
M-863-WUFC,T-249-BQKZ,NI-47-FGTP,VU-17-WCWI,NI-47-FGTP,A-110-ZOXW,Knockout,1
M-866-FDGC,T-249-BQKZ,ST-13-CPGU,SD-86-YRUA,SD-86-YRUA,A-636-BSBV,Knockout,1
M-062-TVKU,T-249-BQKZ,CN-95-SXQD,BF-21-LCHW,CN-95-SXQD,A-832-HHGJ,Knockout,1
M-412-LZQF,T-249-BQKZ,TL-52-DVEK,AL-47-MJNI,AL-47-MJNI,A-448-DFTZ,Knockout,1
M-855-BZWC,T-249-BQKZ,NG-13-XLFF,WS-66-LTGD,NG-13-XLFF,A-585-QDOU,Knockout,1
M-619-OMAL,T-249-BQKZ,BS-69-OHCZ,ER-41-HTKZ,BS-69-OHCZ,A-546-TDIK,Knockout,1
M-821-JAYH,T-249-BQKZ,CL-65-CKDM,ZM-66-GMRS,ZM-66-GMRS,A-458-UQCQ,Knockout,1
M-848-AVYW,T-249-BQKZ,JM-72-ZFGM,NZ-48-SNVR,JM-72-ZFGM,A-507-QWWG,Knockout,1
M-822-WLOC,T-249-BQKZ,SR-09-IMKS,MX-02-LGYX,SR-09-IMKS,A-307-XLTG,Knockout,1
M-303-OZVP,T-249-BQKZ,PG-76-XUTQ,NR-84-BXAU,NR-84-BXAU,A-978-BMXJ,Knockout,1
M-945-EERE,T-249-BQKZ,UY-42-PKBY,ZW-25-KSEE,ZW-25-KSEE,A-481-XDJY,Knockout,1
M-339-JMNP,T-249-BQKZ,HT-23-CGEY,NE-66-ZGPR,NE-66-ZGPR,A-181-EAUL,Knockout,1
M-660-HYHL,T-249-BQKZ,ZW-73-DBTR,EC-08-YHJL,ZW-73-DBTR,A-953-RXIU,Knockout,1
M-138-LTLD,T-249-BQKZ,NI-25-MBLX,SM-32-EXUF,SM-32-EXUF,A-479-ABQX,Knockout,1
M-390-DMME,T-249-BQKZ,RW-85-LQSM,SR-09-IMKS,RW-85-LQSM,A-376-LHEG,Knockout,2
M-222-FCKC,T-249-BQKZ,NG-13-XLFF,AL-47-MJNI,AL-47-MJNI,A-370-KAHS,Knockout,2
M-583-ZUIO,T-249-BQKZ,NI-47-FGTP,BS-69-OHCZ,BS-69-OHCZ,A-864-KMZU,Knockout,2
M-151-JKBS,T-249-BQKZ,VN-94-CSIH,SD-86-YRUA,SD-86-YRUA,A-739-NXKI,Knockout,2
M-887-QREM,T-249-BQKZ,NE-66-ZGPR,NR-84-BXAU,NE-66-ZGPR,A-576-ZMEW,Knockout,2
M-751-YIVU,T-249-BQKZ,JM-72-ZFGM,ZM-66-GMRS,ZM-66-GMRS,A-181-EAUL,Knockout,2
M-911-AXKT,T-249-BQKZ,SM-32-EXUF,ZW-25-KSEE,ZW-25-KSEE,A-479-ABQX,Knockout,2
M-060-UXPW,T-249-BQKZ,CN-95-SXQD,ZW-73-DBTR,ZW-73-DBTR,A-821-IGTM,Knockout,2
M-792-ZNZN,T-249-BQKZ,BS-69-OHCZ,ZW-25-KSEE,ZW-25-KSEE,A-653-HSVC,Knockout,3
M-103-RVOI,T-249-BQKZ,SD-86-YRUA,NE-66-ZGPR,SD-86-YRUA,A-988-NGYH,Knockout,3
M-004-VWQT,T-249-BQKZ,AL-47-MJNI,ZM-66-GMRS,ZM-66-GMRS,A-964-FAZS,Knockout,3
M-724-ADYC,T-249-BQKZ,RW-85-LQSM,ZW-73-DBTR,RW-85-LQSM,A-275-YFLC,Knockout,3
M-038-WJZA,T-249-BQKZ,RW-85-LQSM,SD-86-YRUA,RW-85-LQSM,A-107-OZAY,Knockout,4
M-812-OFKV,T-249-BQKZ,ZW-25-KSEE,ZM-66-GMRS,ZM-66-GMRS,A-479-ABQX,Knockout,4
M-904-FSXE,T-249-BQKZ,RW-85-LQSM,ZM-66-GMRS,RW-85-LQSM,A-543-NJWT,Final,5
M-329-KURA,T-937-VPWM,UA-56-FYJV,MW-38-DAHX,UA-56-FYJV,A-275-YFLC,Knockout,1
M-996-TDYD,T-937-VPWM,SE-03-OBTC,BW-09-MZSZ,SE-03-OBTC,A-994-IXNI,Knockout,1
M-662-ZVJW,T-937-VPWM,MN-24-JSTP,IL-90-QBRO,MN-24-JSTP,A-426-GEMT,Knockout,1
M-715-NYWJ,T-937-VPWM,TO-67-VSWK,IS-75-GTMW,TO-67-VSWK,A-832-HHGJ,Knockout,1
M-254-TDYW,T-937-VPWM,GY-09-FNLL,KH-67-NVBX,KH-67-NVBX,A-107-OZAY,Knockout,1
M-183-RSWK,T-937-VPWM,BI-10-NMCP,AG-97-NEMJ,BI-10-NMCP,A-404-PHDO,Knockout,1
M-107-EQMB,T-937-VPWM,ER-47-BIJO,NG-13-XLFF,NG-13-XLFF,A-107-OZAY,Knockout,1
M-316-QUED,T-937-VPWM,CL-65-CKDM,EC-32-YUQD,EC-32-YUQD,A-771-ZNFJ,Knockout,1
M-615-QOJP,T-937-VPWM,AM-85-HWVM,AM-83-QPQU,AM-83-QPQU,A-689-FQUI,Knockout,1
M-233-ZENK,T-937-VPWM,HR-41-NCFI,TV-71-ICPP,TV-71-ICPP,A-107-OZAY,Knockout,1
M-640-NOCO,T-937-VPWM,MT-69-ITDO,SN-44-SBDU,SN-44-SBDU,A-739-NXKI,Knockout,1
M-565-IIWI,T-937-VPWM,RW-85-LQSM,AR-33-UZID,AR-33-UZID,A-038-HPER,Knockout,1
M-264-AYTV,T-937-VPWM,UA-74-IGHR,UZ-59-YNFC,UZ-59-YNFC,A-739-NXKI,Knockout,1
M-735-BHJB,T-937-VPWM,KR-99-XTAX,IL-34-YPFP,KR-99-XTAX,A-864-KMZU,Knockout,1
M-056-YGIH,T-937-VPWM,CG-66-NXHY,TM-90-JVRL,TM-90-JVRL,A-930-CXBL,Knockout,1
M-744-ZMNA,T-937-VPWM,KI-01-YBVF,EE-84-PFDY,KI-01-YBVF,A-930-CXBL,Knockout,1
M-315-KRFZ,T-937-VPWM,EG-12-ZRNW,MH-94-NICB,MH-94-NICB,A-164-PTLV,Knockout,1
M-831-UQEE,T-937-VPWM,NL-70-XUGG,ET-84-BXQR,ET-84-BXQR,A-930-CXBL,Knockout,1
M-336-HSMF,T-937-VPWM,GT-92-SZTI,AG-87-HUHM,GT-92-SZTI,A-280-BQZY,Knockout,1
M-664-ENHU,T-937-VPWM,BA-57-HCFZ,CN-95-SXQD,BA-57-HCFZ,A-806-WBOK,Knockout,1
M-851-MMQH,T-937-VPWM,SD-28-QOIB,ER-07-BIIT,SD-28-QOIB,A-288-AQQN,Knockout,1
M-837-HHTD,T-937-VPWM,NL-92-KOVO,ER-64-OPPS,ER-64-OPPS,A-643-PGGY,Knockout,1
M-743-HLQA,T-937-VPWM,SL-77-EWEW,ML-19-EUVU,SL-77-EWEW,A-426-GEMT,Knockout,1
M-670-XTLM,T-937-VPWM,CG-39-CVLB,ZW-62-TARA,CG-39-CVLB,A-771-ZNFJ,Knockout,1
M-457-CFHC,T-937-VPWM,AF-57-MVVE,BW-63-EHYG,AF-57-MVVE,A-227-LKKU,Knockout,1
M-785-SPDF,T-937-VPWM,GN-62-TTJL,AD-31-KBXC,GN-62-TTJL,A-497-RSND,Knockout,1
M-452-NKMG,T-937-VPWM,GB-34-STTL,BO-74-ZQEU,BO-74-ZQEU,A-653-HSVC,Knockout,1
M-551-UHYQ,T-937-VPWM,MN-82-JNPN,TG-89-JMGR,TG-89-JMGR,A-105-JDYG,Knockout,1
M-323-DUQT,T-937-VPWM,TV-44-ECLZ,PL-95-DNAC,TV-44-ECLZ,A-832-HHGJ,Knockout,1
M-317-DHBX,T-937-VPWM,AZ-48-YPXQ,KN-14-FVCJ,AZ-48-YPXQ,A-964-FAZS,Knockout,1
M-670-JSRN,T-937-VPWM,SK-64-QBBO,BR-21-GLYP,SK-64-QBBO,A-584-EYAH,Knockout,1
M-545-PSMA,T-937-VPWM,LA-79-IHNY,TL-26-UMMW,TL-26-UMMW,A-920-YIJT,Knockout,1
M-962-JBZL,T-937-VPWM,AR-33-UZID,CG-39-CVLB,CG-39-CVLB,A-707-DMNM,Knockout,2
M-235-BCQB,T-937-VPWM,ER-64-OPPS,SK-64-QBBO,SK-64-QBBO,A-193-MODO,Knockout,2
M-151-IQDW,T-937-VPWM,MN-24-JSTP,KH-67-NVBX,KH-67-NVBX,A-227-LKKU,Knockout,2
M-078-GHPG,T-937-VPWM,TV-71-ICPP,UZ-59-YNFC,UZ-59-YNFC,A-482-YSYR,Knockout,2
M-969-VUDY,T-937-VPWM,AM-83-QPQU,GN-62-TTJL,AM-83-QPQU,A-497-RSND,Knockout,2
M-907-OXGQ,T-937-VPWM,AF-57-MVVE,NG-13-XLFF,NG-13-XLFF,A-038-HPER,Knockout,2
M-536-BYCP,T-937-VPWM,SL-77-EWEW,BI-10-NMCP,SL-77-EWEW,A-164-PTLV,Knockout,2
M-425-UMNZ,T-937-VPWM,EC-32-YUQD,UA-56-FYJV,UA-56-FYJV,A-455-RFSN,Knockout,2
M-237-AYCM,T-937-VPWM,TM-90-JVRL,MH-94-NICB,MH-94-NICB,A-288-AQQN,Knockout,2
M-971-AJRH,T-937-VPWM,TL-26-UMMW,TO-67-VSWK,TL-26-UMMW,A-707-DMNM,Knockout,2
M-996-IHTJ,T-937-VPWM,GT-92-SZTI,TG-89-JMGR,TG-89-JMGR,A-964-FAZS,Knockout,2
M-477-EGIJ,T-937-VPWM,ET-84-BXQR,BA-57-HCFZ,ET-84-BXQR,A-105-JDYG,Knockout,2
M-422-AVRM,T-937-VPWM,SN-44-SBDU,BO-74-ZQEU,SN-44-SBDU,A-481-XDJY,Knockout,2
M-504-ZIBJ,T-937-VPWM,SD-28-QOIB,AZ-48-YPXQ,AZ-48-YPXQ,A-507-QWWG,Knockout,2
M-251-OORO,T-937-VPWM,KI-01-YBVF,KR-99-XTAX,KR-99-XTAX,A-641-VEEM,Knockout,2
M-002-GSYT,T-937-VPWM,TV-44-ECLZ,SE-03-OBTC,TV-44-ECLZ,A-771-ZNFJ,Knockout,2
M-537-YACP,T-937-VPWM,ET-84-BXQR,SK-64-QBBO,SK-64-QBBO,A-641-VEEM,Knockout,3
M-843-WKHW,T-937-VPWM,MH-94-NICB,AZ-48-YPXQ,MH-94-NICB,A-193-MODO,Knockout,3
M-564-RIDL,T-937-VPWM,UZ-59-YNFC,CG-39-CVLB,UZ-59-YNFC,A-689-FQUI,Knockout,3
M-528-YEAB,T-937-VPWM,TG-89-JMGR,SN-44-SBDU,TG-89-JMGR,A-251-WEVQ,Knockout,3
M-687-ONWT,T-937-VPWM,AM-83-QPQU,SL-77-EWEW,AM-83-QPQU,A-846-UILI,Knockout,3
M-520-YBWS,T-937-VPWM,TL-26-UMMW,NG-13-XLFF,TL-26-UMMW,A-951-PQAX,Knockout,3
M-274-TTEF,T-937-VPWM,TV-44-ECLZ,KR-99-XTAX,TV-44-ECLZ,A-806-WBOK,Knockout,3
M-111-SWQV,T-937-VPWM,KH-67-NVBX,UA-56-FYJV,UA-56-FYJV,A-072-OOEB,Knockout,3
M-610-JJRC,T-937-VPWM,MH-94-NICB,UZ-59-YNFC,UZ-59-YNFC,A-113-OQGW,Knockout,4
M-209-MMTB,T-937-VPWM,UA-56-FYJV,TG-89-JMGR,UA-56-FYJV,A-107-OZAY,Knockout,4
M-437-TTUJ,T-937-VPWM,TL-26-UMMW,AM-83-QPQU,TL-26-UMMW,A-426-GEMT,Knockout,4
M-386-RNSX,T-937-VPWM,TV-44-ECLZ,SK-64-QBBO,TV-44-ECLZ,A-848-JGUB,Knockout,4
M-277-GFSG,T-937-VPWM,TL-26-UMMW,UA-56-FYJV,TL-26-UMMW,A-133-ZXLE,Knockout,5
M-657-DRWU,T-937-VPWM,UZ-59-YNFC,TV-44-ECLZ,TV-44-ECLZ,A-285-OMXX,Knockout,5
M-313-QFLH,T-937-VPWM,TL-26-UMMW,TV-44-ECLZ,TL-26-UMMW,A-110-ZOXW,Final,6
M-060-TWBP,T-630-BBGM,CM-76-KPPK,SO-45-MHHL,SO-45-MHHL,A-482-YSYR,Knockout,1
M-729-SZLL,T-630-BBGM,LB-64-CXVT,UZ-59-YNFC,UZ-59-YNFC,A-682-KGJO,Knockout,1
M-811-BKDF,T-630-BBGM,ZA-19-TXXE,LA-50-TTOE,LA-50-TTOE,A-400-WVNE,Knockout,1
M-044-WHBC,T-630-BBGM,CL-99-URGW,US-37-IGZM,CL-99-URGW,A-164-PTLV,Knockout,1
M-013-YRLR,T-630-BBGM,ZW-72-BOGZ,AR-69-BRKM,ZW-72-BOGZ,A-739-NXKI,Knockout,1
M-744-EIHA,T-630-BBGM,RU-70-CGFA,VU-53-PQBI,VU-53-PQBI,A-733-AUEN,Knockout,1
M-382-KDDX,T-630-BBGM,NL-34-ZMVO,MG-47-ZMRL,NL-34-ZMVO,A-433-UIVZ,Knockout,1
M-829-AMKE,T-630-BBGM,UA-54-XZBT,ES-82-PEDA,UA-54-XZBT,A-133-ZXLE,Knockout,1
M-629-OISB,T-630-BBGM,BJ-67-BVXD,MV-44-RBBI,MV-44-RBBI,A-475-CECH,Knockout,1
M-707-RBRE,T-630-BBGM,LB-95-YDKY,TN-21-HHWB,TN-21-HHWB,A-585-QDOU,Knockout,1
M-454-IKMS,T-630-BBGM,AM-85-GPCI,UA-74-IGHR,AM-85-GPCI,A-193-MODO,Knockout,1
M-798-GHTX,T-630-BBGM,AD-31-KBXC,MU-19-DRUS,MU-19-DRUS,A-355-UJHG,Knockout,1
M-466-PGOF,T-630-BBGM,NO-29-LZEV,BG-96-BQRJ,NO-29-LZEV,A-113-OQGW,Knockout,1
M-457-FKIE,T-630-BBGM,TJ-01-OYTT,BN-98-OSRX,TJ-01-OYTT,A-497-VXCO,Knockout,1
M-853-DSLT,T-630-BBGM,SN-75-RZCF,RU-42-UQJD,SN-75-RZCF,A-323-XPBU,Knockout,1
M-977-YEZD,T-630-BBGM,NE-30-EJDP,SY-42-IETZ,SY-42-IETZ,A-307-XLTG,Knockout,1
M-087-VSSB,T-630-BBGM,VU-53-PQBI,SN-75-RZCF,SN-75-RZCF,A-455-RFSN,Knockout,2
M-977-IDTV,T-630-BBGM,UZ-59-YNFC,AM-85-GPCI,AM-85-GPCI,A-288-AQQN,Knockout,2
M-672-BOBS,T-630-BBGM,CL-99-URGW,ZW-72-BOGZ,ZW-72-BOGZ,A-400-WVNE,Knockout,2
M-314-EYKA,T-630-BBGM,MV-44-RBBI,NO-29-LZEV,MV-44-RBBI,A-307-XLTG,Knockout,2
M-125-UNGE,T-630-BBGM,MU-19-DRUS,TN-21-HHWB,TN-21-HHWB,A-355-UJHG,Knockout,2
M-185-YXBB,T-630-BBGM,SY-42-IETZ,NL-34-ZMVO,NL-34-ZMVO,A-105-JDYG,Knockout,2
M-384-OJAN,T-630-BBGM,TJ-01-OYTT,UA-54-XZBT,TJ-01-OYTT,A-400-WVNE,Knockout,2
M-960-VJEN,T-630-BBGM,SO-45-MHHL,LA-50-TTOE,SO-45-MHHL,A-400-WVNE,Knockout,2
M-713-MGNQ,T-630-BBGM,AM-85-GPCI,NL-34-ZMVO,NL-34-ZMVO,A-481-XDJY,Knockout,3
M-272-YTVQ,T-630-BBGM,MV-44-RBBI,TN-21-HHWB,TN-21-HHWB,A-285-RKWL,Knockout,3
M-555-EPGU,T-630-BBGM,ZW-72-BOGZ,TJ-01-OYTT,ZW-72-BOGZ,A-707-DMNM,Knockout,3
M-979-PYAQ,T-630-BBGM,SO-45-MHHL,SN-75-RZCF,SO-45-MHHL,A-733-AUEN,Knockout,3
M-990-WFPN,T-630-BBGM,TN-21-HHWB,SO-45-MHHL,TN-21-HHWB,A-288-AQQN,Knockout,4
M-094-PABD,T-630-BBGM,NL-34-ZMVO,ZW-72-BOGZ,ZW-72-BOGZ,A-507-QWWG,Knockout,4
M-935-CQZL,T-630-BBGM,TN-21-HHWB,ZW-72-BOGZ,ZW-72-BOGZ,A-653-HSVC,Final,5
M-384-KQKB,T-257-YVFU,TO-48-PXGC,KN-45-CBGC,KN-45-CBGC,A-037-PABZ,Knockout,1
M-902-VWMP,T-257-YVFU,NR-37-LBDQ,HR-90-QFCS,NR-37-LBDQ,A-875-XYXX,Knockout,1
M-896-KDQW,T-257-YVFU,MU-86-NSQY,EG-79-KPJE,EG-79-KPJE,A-846-UILI,Knockout,1
M-181-AOFS,T-257-YVFU,RU-26-KYLA,KZ-48-DKIA,RU-26-KYLA,A-107-OZAY,Knockout,1
M-686-BCHZ,T-257-YVFU,KI-98-LSMP,BS-41-YBDJ,KI-98-LSMP,A-046-LPRZ,Knockout,1
M-997-TDNN,T-257-YVFU,CV-16-DHPG,IQ-44-DSTM,IQ-44-DSTM,A-105-JDYG,Knockout,1
M-827-KGOB,T-257-YVFU,ET-84-BXQR,BT-58-WGBY,ET-84-BXQR,A-978-BMXJ,Knockout,1
M-620-XOQV,T-257-YVFU,PH-14-PSIW,SL-73-ITOC,SL-73-ITOC,A-920-YIJT,Knockout,1
M-130-XBUX,T-257-YVFU,GW-32-XCHV,TR-83-IUSL,TR-83-IUSL,A-355-UJHG,Knockout,1
M-658-GEWG,T-257-YVFU,NG-47-ACZZ,BS-87-BDRY,BS-87-BDRY,A-771-ZNFJ,Knockout,1
